Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4528247,GHED_EXTCHE_SHA2011,COUNTRY,BLZ,AMR,Americas,YEAR,2005,,,,,,,,,6.95,6.94709682,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
4531765,GHED_EXTCHE_SHA2011,COUNTRY,DEU,EUR,Europe,YEAR,2016,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2016,2016-01-01,2016-12-31
4531803,GHED_EXTCHE_SHA2011,COUNTRY,IRL,EUR,Europe,YEAR,2000,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2000,2000-01-01,2000-12-31
4532665,GHED_EXTCHE_SHA2011,COUNTRY,COG,AFR,Africa,YEAR,2021,,,,,,,,,6.88,6.88427496,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
4532949,GHED_EXTCHE_SHA2011,COUNTRY,KEN,AFR,Africa,YEAR,2005,,,,,,,,,18.92,18.9226532,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
4533056,GHED_EXTCHE_SHA2011,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2002,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
4540838,GHED_EXTCHE_SHA2011,COUNTRY,GHA,AFR,Africa,YEAR,2014,,,,,,,,,15.69,15.69008923,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
4541694,GHED_EXTCHE_SHA2011,COUNTRY,TUV,WPR,Western Pacific,YEAR,2006,,,,,,,,,15.82,15.81847382,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
4541889,GHED_EXTCHE_SHA2011,COUNTRY,LAO,WPR,Western Pacific,YEAR,2023,,,,,,,,,15.36,15.36303425,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
4543757,GHED_EXTCHE_SHA2011,COUNTRY,NZL,WPR,Western Pacific,YEAR,2006,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
4545560,GHED_EXTCHE_SHA2011,REGION,AFR,,,YEAR,2017,,,,,,,,,22.98,22.97583528,,,,2025-12-05T13:23:08Z,2017,2017-01-01,2017-12-31
4547711,GHED_EXTCHE_SHA2011,COUNTRY,BFA,AFR,Africa,YEAR,2019,,,,,,,,,15.79,15.79112339,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
4552504,GHED_EXTCHE_SHA2011,COUNTRY,MWI,AFR,Africa,YEAR,2004,,,,,,,,,66.07,66.07184601,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
4553069,GHED_EXTCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2009,,,,,,,,,4.03,4.0275144,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
4553518,GHED_EXTCHE_SHA2011,COUNTRY,KOR,WPR,Western Pacific,YEAR,2014,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
4556669,GHED_EXTCHE_SHA2011,COUNTRY,BOL,AMR,Americas,YEAR,2021,,,,,,,,,1.46,1.45821679,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
4557414,GHED_EXTCHE_SHA2011,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2003,,,,,,,,,0.86,0.85898668,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
4559906,GHED_EXTCHE_SHA2011,COUNTRY,DOM,AMR,Americas,YEAR,2012,,,,,,,,,1.44,1.43889034,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
4560518,GHED_EXTCHE_SHA2011,COUNTRY,DZA,AFR,Africa,YEAR,2004,,,,,,,,,0.05,0.04680432,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
4562927,GHED_EXTCHE_SHA2011,COUNTRY,BRN,WPR,Western Pacific,YEAR,2021,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
4565553,GHED_EXTCHE_SHA2011,COUNTRY,CAN,AMR,Americas,YEAR,2015,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2015,2015-01-01,2015-12-31
4570698,GHED_EXTCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2001,,,,,,,,,3.37,3.37365663,,,,2025-12-05T13:23:08Z,2001,2001-01-01,2001-12-31
4571960,GHED_EXTCHE_SHA2011,COUNTRY,VNM,WPR,Western Pacific,YEAR,2001,,,,,,,,,3.69,3.68538427,,,,2025-12-05T13:23:08Z,2001,2001-01-01,2001-12-31
4572619,GHED_EXTCHE_SHA2011,COUNTRY,MHL,WPR,Western Pacific,YEAR,2023,,,,,,,,,22.94,22.936717989999998,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
4572708,GHED_EXTCHE_SHA2011,COUNTRY,FRA,EUR,Europe,YEAR,2002,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
4575012,GHED_EXTCHE_SHA2011,COUNTRY,PHL,WPR,Western Pacific,YEAR,2012,,,,,,,,,1.03,1.02682304,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
4575351,GHED_EXTCHE_SHA2011,COUNTRY,BLR,EUR,Europe,YEAR,2002,,,,,,,,,0.14,0.1448514,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
4575754,GHED_EXTCHE_SHA2011,COUNTRY,CAN,AMR,Americas,YEAR,2008,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
4577870,GHED_EXTCHE_SHA2011,COUNTRY,ALB,EUR,Europe,YEAR,2020,,,,,,,,,0.68,0.67609894,,,,2025-12-05T13:23:08Z,2020,2020-01-01,2020-12-31
4578194,GHED_EXTCHE_SHA2011,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2014,,,,,,,,,13.72,13.72176933,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
4580067,GHED_EXTCHE_SHA2011,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,47.82,47.82304382,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
4580349,GHED_EXTCHE_SHA2011,COUNTRY,SWE,EUR,Europe,YEAR,2014,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
4582074,GHED_EXTCHE_SHA2011,COUNTRY,ITA,EUR,Europe,YEAR,2002,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
