Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1768991,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,BIH,EUR,Europe,YEAR,2014,,,,,,,,,346.96,346.95900236,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
1774131,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ROU,EUR,Europe,YEAR,2016,,,,,,,,,372.34,372.34224337,,,,2025-12-05T13:23:08Z,2016,2016-01-01,2016-12-31
1774360,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,BHS,AMR,Americas,YEAR,2004,,,,,,,,,429.50,429.50315814,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
1776005,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MEX,AMR,Americas,YEAR,2011,,,,,,,,,298.51,298.50953132,,,,2025-12-05T13:23:08Z,2011,2011-01-01,2011-12-31
1778294,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,NRU,WPR,Western Pacific,YEAR,2023,,,,,,,,,1917.50,1917.50341073,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
1778995,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,EST,EUR,Europe,YEAR,2013,,,,,,,,,889.54,889.54266561,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
1779225,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,CZE,EUR,Europe,YEAR,2002,,,,,,,,,438.38,438.38212793,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1779703,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ESP,EUR,Europe,YEAR,2010,,,,,,,,,2076.74,2076.74179852,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
1781742,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2013,,,,,,,,,190.16,190.15948828,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
1783810,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,965.85,965.85004893,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
1786963,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,GMB,AFR,Africa,YEAR,2020,,,,,,,,,14.06,14.05654111,,,,2025-12-05T13:23:08Z,2020,2020-01-01,2020-12-31
1789266,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,GTM,AMR,Americas,YEAR,2017,,,,,,,,,95.12,95.1198005,,,,2025-12-05T13:23:08Z,2017,2017-01-01,2017-12-31
1790379,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MDG,AFR,Africa,YEAR,2014,,,,,,,,,8.84,8.84009234,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
1791569,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SVN,EUR,Europe,YEAR,2010,,,,,,,,,1459.71,1459.7067523,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
1791750,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ERI,AFR,Africa,YEAR,2001,,,,,,,,,4.51,4.51271459,,,,2025-12-05T13:23:08Z,2001,2001-01-01,2001-12-31
1792201,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,KHM,WPR,Western Pacific,YEAR,2009,,,,,,,,,8.87,8.86967538,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
1793055,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,GHA,AFR,Africa,YEAR,2008,,,,,,,,,27.98,27.98314076,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1793664,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,AGO,AFR,Africa,YEAR,2011,,,,,,,,,79.08,79.08060033,,,,2025-12-05T13:23:08Z,2011,2011-01-01,2011-12-31
1794050,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,TJK,EUR,Europe,YEAR,2012,,,,,,,,,15.32,15.31539746,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
1795577,GHED_GGHE-D_pc_US_SHA2011,REGION,AMR,,,YEAR,2021,,,,,,,,,716.56,716.55876168,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
1796659,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,AUS,WPR,Western Pacific,YEAR,2019,,,,,,,,,4074.82,4074.82175659,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
1798827,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,LIE,EUR,Europe,YEAR,2020,,,,,,,,,6866.63,6866.63098433,,,,2025-12-05T13:23:08Z,2020,2020-01-01,2020-12-31
1799715,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,GAB,AFR,Africa,YEAR,2013,,,,,,,,,167.68,167.67653887,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
1801600,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MLT,EUR,Europe,YEAR,2010,,,,,,,,,1120.70,1120.70185579,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
1803251,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,COL,AMR,Americas,YEAR,2010,,,,,,,,,326.78,326.77741708,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
1808462,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SLV,AMR,Americas,YEAR,2008,,,,,,,,,121.99,121.98555792,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1808608,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,BOL,AMR,Americas,YEAR,2019,,,,,,,,,171.57,171.57260293,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
1809469,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2021,,,,,,,,,78.18,78.17639166,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
1809881,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,KOR,WPR,Western Pacific,YEAR,2002,,,,,,,,,294.10,294.10417181,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1811152,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SRB,EUR,Europe,YEAR,2018,,,,,,,,,366.35,366.3522176,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
1813037,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,FIN,EUR,Europe,YEAR,2012,,,,,,,,,3649.61,3649.60680083,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
1817631,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ECU,AMR,Americas,YEAR,2008,,,,,,,,,91.84,91.84483029,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1819953,GHED_GGHE-D_pc_US_SHA2011,REGION,AMR,,,YEAR,2001,,,,,,,,,229.55,229.55238512,,,,2025-12-05T13:23:08Z,2001,2001-01-01,2001-12-31
1821101,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,DEU,EUR,Europe,YEAR,2021,,,,,,,,,5293.14,5293.13711176,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
1823097,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SLB,WPR,Western Pacific,YEAR,2023,,,,,,,,,70.06,70.05639018,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
1825168,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MNG,WPR,Western Pacific,YEAR,2002,,,,,,,,,21.62,21.62440731,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1825271,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ZAF,AFR,Africa,YEAR,2002,,,,,,,,,61.98,61.98269218,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1825736,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SLB,WPR,Western Pacific,YEAR,2006,,,,,,,,,57.54,57.54242063,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
1826501,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SVK,EUR,Europe,YEAR,2020,,,,,,,,,1118.68,1118.68125252,,,,2025-12-05T13:23:08Z,2020,2020-01-01,2020-12-31
1828198,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,BHS,AMR,Americas,YEAR,2017,,,,,,,,,1120.75,1120.74916035,,,,2025-12-05T13:23:08Z,2017,2017-01-01,2017-12-31
1831028,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,GAB,AFR,Africa,YEAR,2012,,,,,,,,,137.86,137.86079499,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
1831608,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,COM,AFR,Africa,YEAR,2021,,,,,,,,,14.70,14.69715369,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
1832746,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,HTI,AMR,Americas,YEAR,2008,,,,,,,,,8.96,8.96035388,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1833163,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SRB,EUR,Europe,YEAR,2005,,,,,,,,,201.32,201.31897259,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
1835647,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2005,,,,,,,,,10.35,10.34812965,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
1839048,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2006,,,,,,,,,34.90,34.90189629,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
